1342.5,531,193,80
1355,532.5,196,81
1357,532,208,86
1361,532,204,84
1367,535.5,196,81
1368.5,535,193,80
1372,543.5,200,83
1375,545.5,196,81
1378.5,550,193,80
1373.5,547,193,80
1382.5,558.5,181,75
1384,551,174,72
1381.5,545.5,181,75
1378.5,538.5,181,75
1386.5,539.5,181,75
1391.5,547,185,76
1389.5,544,185,76
1387.5,541.5,181,75
1390,542.5,178,73
1395,544,174,72
1390,542.5,178,73
1390.5,543.5,181,75
1396,547.5,178,73
1394.5,546.5,181,75
1397,550,174,72
1397.5,551.5,171,71
1401.5,553.5,171,71
1370,551,164,68
1376.5,554,161,66
1386.5,555,161,66
1397.5,559,155,64
1402,564.5,158,65
1405.5,565,155,64
1404.5,567,155,64
1403.5,568,155,64
1405,568.5,152,63
1404.5,568.5,149,61
1403,569,146,60
1395.5,569.5,149,61
1385,567,146,60
1374,565,146,60
1373,564,146,60
1374.5,564.5,143,59
1374,566,140,58
1369.5,565.5,143,59
1372,566,140,58
1373.5,566.5,137,57
1374.5,565.5,137,57
1376.5,564.5,137,57
1377,564,140,58
1381,566,140,58
1398.5,567.5,137,57
1374.5,566.5,137,57
1373.5,566.5,137,57
1374.5,566.5,137,57
1375.5,568,135,56
1375.5,568,135,56
1374.5,568,135,56
1374.5,568,135,56
1375.5,568,135,56
1374.5,568,135,56
1375.5,568,135,56
1375.5,568,135,56
1374.5,568,135,56
1375.5,568,135,56
1377,569,132,54
1377,569,132,54
1378,568,132,54
1379,568,132,54
1378,568,132,54
1379,569,132,54
1376.5,569,135,56
1377.5,570,135,56
1378.5,571,135,56
1377.5,571,135,56
1378.5,571,135,56
1377.5,571,135,56
1376.5,571,135,56
1378,571,132,54
1376.5,569,135,56
1377.5,570,135,56
1376.5,570,135,56
1376.5,570,135,56
1376.5,570,135,56
1376.5,570,135,56
1376.5,570,135,56
1377.5,569,135,56
1382.5,568,135,56
1376.5,569,135,56
1376.5,569,135,56
1377.5,568,135,56
