761,556.5,278,123
754.5,557.5,283,125
754,560.5,278,123
751,560.5,278,123
755,561,272,120
758.5,568,267,118
752.5,563,277,122
754.5,565,267,118
766,572.5,256,113
796,602.5,256,113
796.5,607.5,251,111
791,604.5,256,113
782,601,272,120
781,599,272,120
776.5,598,277,122
776.5,598,277,122
768.5,596,295,130
768.5,594,295,130
765,592.5,300,133
764,592.5,300,133
765,592.5,300,133
764,591.5,306,135
771,591.5,300,133
775,590.5,300,133
774.5,587,313,138
773.5,584,325,144
775.5,583,325,144
773.5,583,325,144
774.5,583,325,144
773.5,583,325,144
774.5,582,325,144
780.5,580,325,144
787.5,581.5,319,141
787.5,581,325,144
827,565,332,146
850,558.5,338,149
861,556.5,338,149
857.5,559,345,152
865,562.5,338,149
873.5,565,345,152
889.5,574,345,152
913,584.5,338,149
947,588.5,338,149
975.5,615,345,152
1028.5,611,345,152
1031,620,332,146
1074,626,332,146
1159,645,332,146
1215,668,332,146
1309.5,683,325,144
1389,704,332,146
1465,719.5,338,149
1543.5,734,345,152
1628.5,784,345,152
1618,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1617,782.5,352,155
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1610,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1609,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1610,781,366,162
1612.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,781.5,359,159
1613.5,782.5,359,159
1613.5,782.5,359,159
1613.5,782.5,359,159
1613.5,782.5,359,159
1613.5,781.5,359,159
1616.5,781.5,359,159
